row_id,ans_within_component_1,ans_within_component_2,ans_within_component_3
71,1.9902213451446116,0.743909900998464,0.3160304892290011
72,2.79517630299738,1.0546779837423088,0.5188735494232442
73,-1.3479147981703692,0.576750404809261,-0.5684529317921291
74,1.7056051315090297,3.5988212742304206,0.7990470691333607
75,1.099749994186965,1.1033167352786277,-1.669973516697209
150,2.987328667661642,-1.07851712048627,-1.1954847372612536
151,3.278391021650736,-0.5257696015575604,-1.8176268776242497
152,2.3333037166980968,0.7820559036449554,-0.7216778580934449
153,2.043850886753467,2.354136434667069,-0.27441309417698156
154,1.139145356693034,1.1142821449939824,0.4797631284809887
204,1.1066008053824,-0.9613701656730628,0.9200058222295766
205,1.106433275011974,2.318618101469579,1.1645719883838468
206,1.4403385300691485,1.3011796031086207,-0.27360200550748665
257,1.362261705968702,1.7545079253636084,0.07481426605363647
258,0.15861604844064112,2.6025517804260137,-0.11088765626032826
259,0.441505925504975,-0.01924773111649474,0.3145458243841955
308,2.0754392096657037,0.7275574009554161,-0.10957693398781836
309,2.0503997726459784,-1.922504130064847,-0.6944173929246941
310,1.6021587606978047,0.27649501781354163,0.40977314691032557
347,0.5758916312191387,-0.8174669428745664,0.14235596077490312
348,-0.9832564714395088,-1.0701130313193523,0.4813914057493796
384,-0.7033072568791734,-0.4788894851299085,-1.2979466648070164
385,-1.3794468227515815,-0.19784787390229353,0.5840823716903235
421,0.569333198267224,-0.9657385972860226,0.5268411618767108
422,0.12068723367928796,-1.217264665459956,1.3398723641651458
497,2.794021605309592,2.2005821254743996,-1.0721529291443985
498,4.8138309134489505,1.1291956816457318,-0.07950012795698867
499,2.77768815278429,0.028031974274162114,0.921055316808514
500,0.34380829737209995,0.14203406392171122,0.8897006212026929
501,3.0486077652108134,-0.6713431677234671,1.0568078883019787
576,2.9988453612031716,-2.638134942440044,0.2771858038450441
577,1.7452040484508957,-1.9928939752878125,0.12544629890387624
578,0.20697595203055522,-0.56233784617332,1.3698208435428834
579,1.9359493277845736,0.39050979344159625,-0.7681311699938997
580,1.7384559870995626,-0.7312019109836142,-0.33923076450827777
629,3.8393751906720235,-0.8828871898559918,-2.3429938208319783
630,3.1357224733690123,0.9520398283402424,-0.9301881013633997
631,2.7790487001913027,-0.9714673295041765,-2.5956305606877454
680,0.9587768568840914,-1.5905287966741226,-0.24093997500079134
681,1.8831539288898282,0.8340214854400235,0.4850172756910797
682,3.6463472722915227,2.643838523989021,0.03550352653896397
731,2.598139573320763,-1.1085166137624851,1.1622530782970337
732,2.8527421663761676,1.7614985835372288,-0.02987229484193726
733,1.8279587556047179,-0.29081895468740376,0.13647548991015754
770,-0.4036527493084802,-1.4325316579644538,1.7113788476912293
771,0.3117443211882034,-0.3540525254366928,1.4676205488662661
807,2.605062188124812,-1.8640437332810078,0.6425658291658806
808,3.0736270932681413,-0.1249917670926583,0.9370320341107417
844,0.6489959064406704,-1.6151193823705265,1.1238713217694036
845,0.33658359028048845,-2.2867064968439403,1.6893446887924715
922,-1.7459943231023518,1.2508112896415078,0.7365192824410435
923,-1.2668347672231914,0.11632654757318402,0.951446039493296
924,-2.4779124863574755,0.5718023726243701,0.33462651680994027
925,-1.418242623656995,-0.16542398554212534,-1.534943934494049
926,-0.8184716550423381,3.1168763688831125,0.4113267449323311
1001,-4.352005805298415,-0.26524232941671294,-0.11392991735508828
1002,-6.132601264953656,-1.6560894605006777,-0.581952121280594
1003,-6.098484163171385,0.31527807615687786,-0.009836966197334245
1004,-4.293916752419961,0.34081351550757655,-0.9700393346810061
1005,-5.547271232293215,0.6210902198309437,-0.5517073780762062
1046,-5.281332473871491,0.3993418062353523,-0.33872776487591955
1047,-4.764946756443103,-0.7817445269394226,0.4649839134894921
1086,-2.0545001047007165,-0.5621914542068699,-2.001996920112512
1087,-3.6006953429504467,0.5717030628198371,-0.522029520861742
1127,-5.831233627120988,-1.2018372927466376,0.4304406740646844
1128,-4.741326988888361,0.021646679903744442,-0.13643316275719725
1164,-3.9994676607162463,-0.04834958110142469,-0.40837417144615173
1165,-4.7619461254537185,0.23425538211788738,-1.2144682774321964
